Simulation_ID,S0,K,T,r,sigma_v,Up-and-In_Call,Up-and-Out_Call,European_Lookback_Call,Asian_Call,Double_Barrier_Call,Delta,Gamma,Theta,Vega,Rho
535,70.918007,72.516755,1.416977,0.020327,0.235599,0.000000,0.826280,0.850719,0.313963,0.000000,0.998527,0.022006,-1.434178,0.322569,99.672432
536,78.453059,103.159783,1.598925,0.043292,0.235774,0.053056,0.018407,0.083022,0.012626,0.000000,0.026137,0.003618,-0.261620,4.310750,2.995237
537,84.370953,100.061847,0.809408,0.034613,0.296349,0.132559,0.110483,0.322164,0.025252,0.000000,0.052768,0.007230,-0.734235,5.998092,3.319606
538,81.237487,72.436238,0.652551,0.015833,0.195334,0.000000,9.752741,10.140860,9.338164,0.000000,0.999738,0.000017,-1.139557,0.021351,46.766322
539,96.117703,110.371098,1.891015,0.040606,0.240949,1.094567,0.000000,1.220420,0.365131,0.000000,0.107771,0.015975,-0.757685,17.240603,18.102976
540,73.281890,71.320118,1.062818,0.021308,0.272784,0.049945,3.650869,3.799653,2.843621,0.000000,0.999626,0.000014,-1.489831,0.028624,74.064169
541,99.888187,117.002170,0.849091,0.049840,0.293096,0.406264,0.000000,0.511610,0.094141,0.000000,0.066699,0.007849,-1.060727,8.546712,5.193383
542,61.082641,73.671881,0.942604,0.018959,0.157692,0.000000,0.086096,0.133209,0.010213,0.000000,0.043074,0.009459,-0.365231,4.366446,2.320255
543,105.071765,72.510907,1.274675,0.041022,0.105543,25.236189,12.906673,38.181513,35.312741,12.906673,0.999887,0.000004,-2.825704,0.022679,87.700182
544,117.446965,111.294922,1.559112,0.019589,0.250238,9.764172,0.000000,9.894819,7.963197,0.000000,0.999660,0.000007,-2.119883,0.053705,168.214273
545,88.335135,125.531829,0.226816,0.023041,0.159320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000070,0.000030,-0.005107,0.010920,0.001360
546,123.298308,80.878838,1.979144,0.025314,0.167446,48.592122,0.000000,48.655078,45.421461,0.000000,0.999866,0.000003,-1.950641,0.037561,152.203383
547,127.483210,117.130141,1.649844,0.044880,0.212315,20.021290,0.000000,20.046270,15.090499,0.000000,0.999715,0.000005,-4.885831,0.055580,179.369968
548,100.232976,98.055348,0.517200,0.038267,0.292702,0.000000,4.182701,4.212291,3.184660,4.182701,0.999615,0.000015,-3.686187,0.027556,49.696391
549,138.885035,122.079145,0.928291,0.024343,0.186925,20.045073,0.000000,20.119383,18.375052,0.000000,0.999740,0.000008,-2.911785,0.043390,110.751900
550,87.229914,119.382688,0.455740,0.042151,0.143820,0.000000,0.000000,0.000000,0.000000,0.000000,0.002586,0.000681,-0.090536,0.414216,0.098628
551,108.804907,88.664590,0.877652,0.014601,0.104122,12.991438,8.595890,22.013227,20.881275,8.595890,0.999785,0.000008,-1.284133,0.029775,76.800316
552,119.100369,127.351053,1.596202,0.030866,0.134082,2.861761,0.000000,3.679457,1.422524,0.000000,0.224481,0.017102,-1.576251,29.641065,39.227845
553,75.031789,102.003698,1.948122,0.049642,0.255358,0.032917,0.039540,0.080601,0.001718,0.000000,0.021150,0.003055,-0.190428,3.697252,2.806498
554,104.046375,70.233615,0.936242,0.014118,0.294221,0.855788,34.353187,35.718946,34.504961,34.353187,0.999919,0.000004,-0.981123,0.015137,64.882964
555,110.392365,120.458747,1.473412,0.019548,0.284653,1.419041,0.000000,1.803631,0.608786,0.000000,0.110025,0.014347,-0.773126,17.570128,16.488846
556,87.494336,87.129696,1.864646,0.017017,0.182000,0.010940,3.224200,3.304829,1.951374,0.000000,0.999626,0.000009,-1.439999,0.045255,157.301950
557,67.465299,78.707756,0.135978,0.034106,0.187355,0.000000,0.005457,0.009085,0.000000,0.000000,0.008544,0.004320,-0.387090,0.514861,0.076336
558,54.644677,92.025786,1.100867,0.044319,0.180779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000956,0.000243,-0.014695,0.143843,0.053207
559,92.556344,100.828530,0.904546,0.013495,0.279775,0.357668,0.334887,1.044519,0.273376,0.203004,0.106507,0.014377,-0.926967,11.545087,8.227836
560,68.114031,80.564184,0.712517,0.014966,0.115364,0.000000,0.104225,0.209835,0.015286,0.000000,0.050895,0.010509,-0.562534,4.981996,2.324919
561,65.823712,108.369458,0.653586,0.039886,0.244335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000633,0.000158,-0.017997,0.096750,0.025676
562,72.816270,92.974624,0.823515,0.046410,0.124124,0.000000,0.094588,0.112552,0.001178,0.000000,0.025644,0.005401,-0.373025,3.314622,1.450351
563,137.849661,72.762118,0.936333,0.045145,0.251603,71.049961,0.000000,71.136567,68.046966,0.000000,0.999992,0.000001,-3.149316,0.002890,65.308543
564,102.687343,105.487284,0.138089,0.019857,0.118049,0.838308,0.067783,1.608855,0.337869,0.067783,0.188056,0.026783,-5.252456,7.239246,2.543134
565,57.253795,122.951920,1.611155,0.016295,0.236593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000207,0.000026,-0.003192,0.034220,0.016290
566,109.587276,96.528700,0.598570,0.019156,0.189352,10.881646,3.332191,14.591741,13.590176,3.332191,0.999764,0.000012,-1.833931,0.026100,57.102639
567,144.078851,78.246827,1.134179,0.030310,0.121411,70.935091,0.000000,70.957443,68.390079,0.000000,0.999972,0.000001,-2.292928,0.009826,85.741619
568,118.429484,92.995694,0.929066,0.016752,0.144891,27.344811,0.000000,27.667582,26.387133,0.000000,0.999825,0.000006,-1.538878,0.029432,85.041500
569,144.008779,81.816395,1.530174,0.048355,0.226451,73.150793,0.000000,73.181275,67.585993,0.000000,0.999954,0.000002,-3.675671,0.017299,116.252072
570,77.536198,86.606025,1.426195,0.024898,0.139076,0.000000,0.945904,1.256193,0.373609,0.000000,0.128949,0.018123,-0.747975,14.402011,13.180187
571,61.177216,115.891867,0.866335,0.040502,0.196025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000120,0.000028,-0.003040,0.020255,0.005899
572,132.331163,120.157331,1.125358,0.031676,0.152500,17.105733,0.000000,17.126630,14.612578,0.000000,0.999706,0.000007,-3.678736,0.048352,130.428397
573,139.949636,71.006390,1.953256,0.049811,0.157027,83.130949,0.000000,83.198820,75.935801,0.000000,0.999950,0.000001,-3.210606,0.020077,125.817749
574,52.865676,115.229064,1.121854,0.026048,0.273283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000102,0.000020,-0.002073,0.016087,0.005506
575,76.308718,97.356405,0.739711,0.024316,0.207380,0.000000,0.014751,0.030650,0.000000,0.000000,0.019315,0.003589,-0.313953,2.475115,1.021283
576,128.309374,86.964820,0.215639,0.041668,0.214207,42.523756,0.000000,42.784351,41.939421,0.000000,1.000000,0.000000,-3.591243,0.000008,18.585246
577,129.305094,76.617138,0.524916,0.037389,0.159962,55.301477,0.000000,55.396252,54.020052,0.000000,0.999995,0.000001,-2.809341,0.001401,39.435592
578,54.602602,119.376617,1.046952,0.017659,0.111539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.000003,-0.000579,0.003490,0.001298
579,146.290863,71.566214,1.425732,0.034911,0.172921,82.109253,0.000000,82.162680,78.380408,0.000000,0.999957,0.000001,-2.379322,0.016088,97.068529
580,145.953993,126.529751,1.338818,0.023317,0.252736,24.126796,0.000000,24.246083,21.839209,0.000000,0.999733,0.000005,-2.866075,0.055520,164.124386
581,149.384760,109.198827,1.476044,0.038833,0.220842,49.006048,0.000000,49.006145,44.512639,0.000000,0.999854,0.000003,-4.008369,0.041548,152.161846
582,102.683624,119.519073,0.375812,0.031489,0.265657,0.106726,0.000000,0.170629,0.004737,0.000000,0.041480,0.006718,-1.193890,4.524967,1.517418
583,51.581916,102.609494,1.374672,0.047142,0.199406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000367,0.000071,-0.005567,0.055760,0.023255
584,132.376760,76.990147,1.051153,0.042051,0.236033,61.275828,0.000000,61.312009,58.295976,0.000000,0.999973,0.000001,-3.098672,0.008415,77.424845
585,51.717905,94.965484,1.376709,0.013421,0.162423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000349,0.000069,-0.004582,0.052021,0.022077
586,141.101421,79.963833,1.943828,0.026390,0.229033,68.552209,0.000000,68.646721,64.860787,0.000000,0.999916,0.000002,-2.007484,0.030355,147.632750
587,75.864701,71.959526,0.699747,0.025397,0.233568,0.000000,5.284804,5.391815,4.601965,0.000000,0.999656,0.000019,-1.799750,0.023348,49.444572
588,54.753433,111.933812,1.144631,0.015894,0.184554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000069,0.000013,-0.001315,0.010785,0.003898
589,72.938186,75.910766,0.970392,0.032704,0.185203,0.000000,1.872571,2.749248,0.993964,0.000000,0.244953,0.027825,-1.405997,14.301546,15.827656
590,115.024901,126.070087,0.470676,0.026339,0.126635,0.923138,0.000000,1.604648,0.247771,0.000000,0.122195,0.012667,-2.425724,12.298764,6.202016
591,57.129701,128.377171,1.787554,0.046896,0.241036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000185,0.000029,-0.002791,0.036213,0.016756
592,95.780234,91.656190,1.600940,0.025427,0.117610,0.000000,8.068835,8.084471,6.076070,8.068835,0.999664,0.000007,-2.242007,0.044228,140.807118
593,117.083840,113.769647,0.676290,0.012668,0.114277,4.456803,0.000000,5.003896,3.963316,0.000000,0.999608,0.000011,-1.437843,0.037002,76.246245
594,123.047358,76.385309,0.768316,0.047136,0.145854,51.192548,0.000000,51.194190,48.872270,0.000000,0.999976,0.000002,-3.473566,0.006095,56.598143
595,64.024410,84.364446,0.779365,0.022154,0.234335,0.000000,0.013614,0.017067,0.000000,0.000000,0.012677,0.002795,-0.180612,1.475201,0.591676
596,71.394768,76.693646,1.998495,0.024724,0.226048,0.129491,1.594544,2.011207,0.895095,0.000000,0.188113,0.040507,-0.603661,18.631190,25.067248
597,135.116358,113.077607,1.117361,0.049996,0.156490,29.799436,0.000000,29.820665,25.895799,0.000000,0.999783,0.000005,-5.351495,0.041945,119.441786
598,106.481613,85.117911,0.374706,0.044135,0.298098,1.906144,21.190773,23.170642,22.216824,21.190773,0.999901,0.000008,-3.699551,0.011377,31.366700
599,107.705618,128.766775,1.690619,0.042796,0.156298,0.655319,0.000000,0.826634,0.101701,0.000000,0.077898,0.009166,-0.767613,15.266951,13.146732
600,68.195484,93.020803,1.529098,0.019542,0.159366,0.000000,0.008827,0.011344,0.000000,0.000000,0.011122,0.002108,-0.098912,1.915132,1.074011
601,64.182129,78.033530,0.735461,0.017674,0.133976,0.000000,0.093475,0.181384,0.006915,0.000000,0.034137,0.007971,-0.385369,3.467593,1.519201
602,145.456032,109.817026,1.170189,0.011143,0.135995,37.622831,0.000000,38.240709,36.669343,0.000000,0.999814,0.000004,-1.214740,0.042174,126.800770
603,148.592102,70.113989,0.768563,0.025395,0.195009,81.426610,0.000000,81.629721,79.975468,0.000000,0.999998,0.000000,-1.746302,0.000849,52.845238
604,58.482179,99.275184,0.406084,0.030203,0.292501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,0.000026,-0.003020,0.009192,0.001661
605,62.508883,83.493649,1.016323,0.025535,0.251602,0.000000,0.019199,0.025895,0.000000,0.000000,0.015319,0.002950,-0.177399,1.866953,0.899662
606,101.277819,124.935740,0.226125,0.045522,0.231045,0.005797,0.000000,0.010981,0.000000,0.000000,0.006425,0.001679,-0.360225,0.757092,0.142097
607,74.049568,115.596043,0.497583,0.018799,0.188416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000343,0.000096,-0.012537,0.055187,0.012037
608,113.504139,102.066205,0.946543,0.039598,0.206672,15.773865,0.000000,15.797861,13.603071,0.000000,0.999715,0.000008,-3.899032,0.037514,93.016331
609,55.880658,90.188042,1.183223,0.032062,0.239296,0.000000,0.000000,0.000000,0.000000,0.000000,0.001986,0.000438,-0.026828,0.291542,0.120718
610,94.482741,76.223167,0.556064,0.023473,0.116682,0.040000,19.457714,19.764124,18.879381,19.385715,0.999867,0.000010,-1.769811,0.015169,41.827404
611,102.968019,74.225410,0.426375,0.044465,0.138313,0.042043,30.633194,30.721269,29.680653,30.633194,0.999974,0.000003,-3.239687,0.004100,31.052285
612,127.445408,81.445535,1.627933,0.027001,0.205385,51.644872,0.000000,51.707811,48.775303,0.000000,0.999881,0.000003,-2.108241,0.032393,126.852745
613,117.393832,103.273813,0.816096,0.029842,0.267211,16.908942,0.000000,16.977787,15.464585,0.000000,0.999739,0.000009,-3.014054,0.034461,82.222912
614,56.923928,118.503162,1.407064,0.030644,0.279593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000420,0.000071,-0.007035,0.074805,0.030461
615,82.669751,95.628840,1.104482,0.020190,0.139510,0.058255,0.351641,0.673481,0.074647,0.000000,0.080522,0.011476,-0.696155,10.143221,6.831194
616,106.697523,83.614341,1.378829,0.019372,0.202001,11.938120,14.034611,26.060967,24.512514,14.017569,0.999796,0.000006,-1.581446,0.035470,112.211686
617,131.709430,129.473632,0.310604,0.017997,0.271564,3.072292,0.000000,3.603547,2.709196,0.000000,0.999588,0.000018,-2.329345,0.028575,39.971771
618,108.633390,112.692327,1.860374,0.048667,0.120851,6.248821,0.000000,6.251529,1.380388,0.000000,0.999642,0.000007,-5.012499,0.055311,191.394685
619,74.301207,108.043659,1.299544,0.016110,0.174631,0.022885,0.000000,0.039538,0.000000,0.000000,0.005005,0.000892,-0.064597,0.964956,0.448167
620,87.195028,122.332163,1.985620,0.035187,0.281025,0.061014,0.000000,0.097159,0.007398,0.000000,0.011523,0.001329,-0.120941,2.525995,1.800581
621,107.120599,112.921912,0.259113,0.024759,0.113025,0.969234,0.000000,1.726459,0.315071,0.000000,0.158698,0.018629,-3.702451,9.705550,4.159182
622,68.543873,115.916993,0.451904,0.047623,0.181801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000042,0.000014,-0.001840,0.006575,0.001239
623,92.489513,91.642723,0.524108,0.043720,0.255566,0.011290,3.021202,3.052920,1.978512,3.018821,0.999601,0.000018,-3.921677,0.025859,46.919659
624,51.759200,96.071591,1.778271,0.010441,0.288834,0.000000,0.000000,0.000000,0.000000,0.000000,0.001171,0.000180,-0.012184,0.181038,0.094573
625,95.627065,98.779795,1.801674,0.046064,0.184615,0.012193,5.085437,5.127929,1.239222,5.085437,0.999638,0.000008,-4.190518,0.048118,163.703309
626,101.788119,122.699939,0.499634,0.013081,0.233250,0.057332,0.000000,0.105464,0.000000,0.000000,0.027787,0.004240,-0.692231,3.710301,1.332186
627,109.922186,126.714482,1.227805,0.010212,0.253106,0.550705,0.000000,0.679304,0.169196,0.000000,0.058826,0.006195,-0.602820,10.322388,7.288425
628,145.022166,95.724510,1.213077,0.032122,0.211339,55.081532,0.000000,55.124167,52.186681,0.000000,0.999898,0.000003,-2.961342,0.028386,111.661040
629,119.563099,101.916668,0.254406,0.039335,0.139096,18.794826,0.000000,18.989786,18.197826,0.000000,0.999911,0.000010,-3.973495,0.009707,25.667160
630,89.932159,109.335635,1.074409,0.020325,0.249864,0.142561,0.001781,0.254027,0.018313,0.000000,0.036490,0.004756,-0.435834,5.493480,3.247712
631,87.843738,108.192442,1.880647,0.020424,0.265347,0.216187,0.011354,0.302347,0.059141,0.000000,0.032032,0.004048,-0.241051,5.984288,4.811222
632,147.376863,90.015254,0.794573,0.025813,0.183636,60.368008,0.000000,60.516898,58.865008,0.000000,0.999961,0.000002,-2.278721,0.011051,70.066409
633,93.021993,79.023820,1.934853,0.026259,0.273539,0.118701,18.808701,18.931553,16.422489,17.946159,0.999748,0.000006,-1.975457,0.041290,145.260525
634,125.762646,109.993842,0.137399,0.036739,0.274468,16.365790,0.000000,16.754305,16.037931,0.000000,0.999932,0.000011,-4.026143,0.006090,15.035773
635,136.009015,114.762687,0.446196,0.034324,0.137006,23.409803,0.000000,23.515245,22.369909,0.000000,0.999851,0.000009,-3.885469,0.021088,50.418308
636,107.788454,89.723185,1.135332,0.041531,0.124569,22.773042,0.490706,23.312606,20.666621,0.490706,0.999779,0.000007,-3.559170,0.034133,97.138984
637,131.312793,85.886946,0.943877,0.025355,0.193668,48.554834,0.000000,48.678811,46.992243,0.000000,0.999929,0.000003,-2.129105,0.017236,79.139428
638,125.469214,76.849760,0.879030,0.027313,0.262117,51.763264,0.000000,51.847654,50.175316,0.000000,0.999973,0.000002,-2.050356,0.007332,65.947360
639,138.982518,118.705644,1.847724,0.035342,0.106183,29.695108,0.000000,29.709305,24.895435,0.000000,0.999754,0.000004,-3.934615,0.059565,205.380019
640,124.782992,128.698756,0.604829,0.038655,0.211188,2.940307,0.000000,4.388868,1.454731,0.000000,0.245708,0.016255,-3.353124,19.331402,17.018226
641,142.361659,71.807673,0.370143,0.017879,0.146139,71.468389,0.000000,72.466071,71.007770,0.000000,1.000000,0.000000,-1.275363,0.000007,26.403783
642,92.629310,98.115116,0.606098,0.036801,0.234758,0.562180,0.722705,1.991970,0.493044,0.426602,0.187510,0.020803,-2.167397,13.434927,9.723879
643,113.742298,112.220249,0.675480,0.048165,0.191301,5.303651,0.000000,5.311549,3.400708,0.000000,0.999619,0.000011,-5.238916,0.035615,73.339570
644,145.121489,122.918298,1.951380,0.041866,0.297361,34.623644,0.000000,34.633513,28.336381,0.000000,0.999770,0.000004,-4.746255,0.061499,220.953015
645,105.039973,86.495516,1.210636,0.026218,0.182287,5.099562,16.837589,22.008067,20.247751,16.837589,0.999769,0.000007,-2.201844,0.035195,101.404167
646,64.082931,87.694618,0.993558,0.033356,0.222398,0.000000,0.000000,0.000730,0.000000,0.000000,0.011888,0.002356,-0.154568,1.542630,0.702714
647,120.734014,97.299673,1.915005,0.023479,0.107194,29.080716,0.000000,29.174439,26.315729,0.000000,0.999774,0.000005,-2.188337,0.050269,178.062492
648,89.930366,78.507264,0.265267,0.041947,0.265665,0.033885,12.443320,12.611525,11.960711,0.000000,0.999874,0.000017,-3.260929,0.009570,20.591705
649,131.559727,89.621636,0.783352,0.026763,0.105357,44.776561,0.000000,44.900156,43.381709,0.000000,0.999925,0.000003,-2.352259,0.016458,68.739818
650,131.011474,91.258529,1.872601,0.047095,0.137044,51.965666,0.000000,51.998327,45.764782,0.000000,0.999867,0.000003,-3.937873,0.038500,156.421657
651,72.981645,93.770975,0.124339,0.028588,0.216865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000183,0.000122,-0.014554,0.016822,0.001628
652,107.606313,70.021896,0.276017,0.022803,0.202360,6.847248,31.365651,38.869630,37.888102,31.351870,0.999999,0.000000,-1.586857,0.000262,19.205952
653,77.639245,110.251689,1.526723,0.023801,0.116848,0.008060,0.000000,0.009702,0.000000,0.000000,0.005745,0.001095,-0.064410,1.246936,0.632622
654,50.050790,71.631173,1.309113,0.034839,0.172674,0.000000,0.016209,0.016904,0.000878,0.000000,0.007641,0.002063,-0.066742,0.954247,0.465090
655,145.545914,93.961786,1.238691,0.037366,0.237728,58.462576,0.000000,58.528280,55.012036,0.000000,0.999905,0.000003,-3.355971,0.027392,111.103800
656,134.421667,83.793615,1.422237,0.032773,0.198926,57.056205,0.000000,57.124349,53.854522,0.000000,0.999919,0.000003,-2.623755,0.024019,113.727896
657,77.017116,113.111215,0.750823,0.027893,0.180666,0.000000,0.000000,0.000000,0.000000,0.000000,0.002898,0.000608,-0.066880,0.489733,0.157891
658,86.468089,81.293687,0.798757,0.013991,0.175121,0.000000,6.128619,6.573325,5.650834,0.000000,0.999660,0.000017,-1.129324,0.028304,64.184223
659,109.396588,97.821025,0.413736,0.040742,0.134757,11.006848,2.276912,13.374306,12.358110,2.276912,0.999782,0.000014,-3.925037,0.020742,39.784497
660,73.594617,118.155925,0.329290,0.036881,0.213553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000033,0.000013,-0.001858,0.005100,0.000763
661,135.222966,113.646451,1.713875,0.014219,0.294108,24.857458,0.000000,25.069150,23.211185,0.000000,0.999741,0.000005,-1.582690,0.057314,190.002666
662,78.948011,70.054935,1.708077,0.018818,0.266821,0.000000,11.392807,11.514105,10.105037,0.000000,0.999709,0.000008,-1.280075,0.035351,115.817812
663,80.923842,89.569656,1.718288,0.022274,0.145293,0.287611,0.927361,1.621826,0.548990,0.000000,0.136875,0.019578,-0.664309,16.949996,17.612596
664,85.421001,120.858612,1.959738,0.033282,0.117715,0.039538,0.000000,0.071776,0.002881,0.000000,0.007934,0.001370,-0.080067,2.048633,1.234164
665,144.346782,84.292206,1.934158,0.016084,0.209750,64.493271,0.000000,64.784456,62.300850,0.000000,0.999903,0.000002,-1.317471,0.034431,158.004571
666,82.744417,89.287371,1.078836,0.012017,0.103074,0.054638,1.072003,1.883772,0.531697,0.000000,0.159744,0.017857,-0.994748,15.228031,13.148090
667,88.017380,100.968665,1.597337,0.030850,0.126506,0.515954,0.312357,1.022438,0.272078,0.000000,0.110459,0.014395,-0.759399,15.768593,14.385105
668,146.587845,99.952714,1.568617,0.032779,0.272619,54.430333,0.000000,54.559590,50.585778,0.000000,0.999890,0.000003,-3.115298,0.034523,148.897877
669,76.668436,83.445906,1.157721,0.017278,0.124984,0.000000,0.960301,1.480168,0.395085,0.000000,0.151523,0.019556,-0.884344,14.154306,12.409120
670,125.808809,100.031258,1.685809,0.016877,0.226907,29.461153,0.000000,29.601409,27.609863,0.000000,0.999781,0.000005,-1.645509,0.048221,163.840445
671,95.420765,78.392825,0.669985,0.015076,0.112465,0.020536,17.974415,18.519503,17.521741,17.950307,0.999815,0.000010,-1.174815,0.020860,51.980316
672,113.231021,94.113117,1.257051,0.028195,0.168730,23.168265,0.000000,23.223984,21.142824,0.000000,0.999783,0.000007,-2.565170,0.037299,114.146511
673,71.378336,127.819291,0.442985,0.022269,0.101385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000001,-0.000172,0.000539,0.000102
674,88.068876,126.185013,1.948002,0.012839,0.197307,0.000000,0.000000,0.000210,0.000000,0.000000,0.005591,0.000726,-0.057601,1.415570,0.870111
675,55.529418,87.988667,0.579730,0.020047,0.170494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000330,0.000117,-0.008069,0.042247,0.010060
676,97.164982,99.585207,1.433212,0.021802,0.212467,0.060155,1.088805,1.164946,0.340983,1.088805,0.999585,0.000347,-2.109182,0.051221,138.253084
677,89.807915,79.753048,1.661524,0.034535,0.191188,0.122261,15.369791,15.501806,12.745479,0.000000,0.999730,0.000008,-2.603646,0.038301,125.066954
678,128.864220,93.826040,0.513570,0.012179,0.164514,35.831369,0.000000,36.880844,35.450608,0.000000,0.999943,0.000004,-1.138597,0.010547,47.881667
679,139.037435,112.675734,1.754594,0.043736,0.195621,37.419210,0.000000,37.481726,31.857802,0.000000,0.999789,0.000004,-4.568377,0.053287,183.023642
680,82.629801,121.650991,0.678479,0.042775,0.283071,0.000000,0.000000,0.009926,0.000000,0.000000,0.003783,0.000652,-0.106923,0.612213,0.198566
681,70.036011,110.257240,0.996753,0.049703,0.184457,0.000000,0.000000,0.000000,0.000000,0.000000,0.001836,0.000398,-0.035422,0.329340,0.119681
682,147.233328,72.737187,0.882808,0.044672,0.255904,80.492482,0.000000,80.501800,77.443639,0.000000,0.999994,0.000000,-3.124113,0.002470,61.728958
683,115.917781,108.515251,1.594245,0.039441,0.131087,14.883058,0.000000,14.883058,11.068822,0.000000,0.999694,0.000006,-4.023281,0.051310,162.377431
684,100.186806,74.925173,0.625501,0.049169,0.127527,0.022236,28.408342,28.456508,26.860643,28.408342,0.999913,0.000006,-3.575264,0.012498,45.440196
685,77.980936,97.988149,0.953461,0.039527,0.128925,0.000000,0.063084,0.102135,0.004415,0.000000,0.034116,0.006155,-0.442306,4.744983,2.379957
686,78.280927,111.075835,1.984517,0.040591,0.291042,0.038408,0.000000,0.038408,0.000000,0.000000,0.012931,0.001581,-0.128332,2.479558,1.797461
687,55.012981,73.610854,1.537814,0.030605,0.259689,0.000000,0.011072,0.019181,0.000000,0.000000,0.019799,0.003653,-0.145262,2.338376,1.519519
688,94.708449,81.759131,1.109785,0.026073,0.188409,0.124392,15.639151,15.801733,14.317076,15.628108,0.999748,0.000009,-2.074990,0.031831,88.113899
689,71.332127,115.483275,1.928505,0.013797,0.100112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000728,0.000128,-0.008115,0.166330,0.086295
690,146.928568,121.544323,0.829990,0.041616,0.284389,30.543516,0.000000,30.578281,27.968086,0.000000,0.999803,0.000006,-4.892991,0.037149,97.426438
691,128.106087,125.974071,0.199412,0.028079,0.234954,2.948932,0.000000,3.310866,2.596157,0.000000,0.999598,0.000025,-3.530758,0.022136,24.969219
692,124.417470,103.296370,1.919614,0.017146,0.262715,25.621699,0.000000,25.689789,23.326754,0.000000,0.999749,0.000005,-1.718826,0.054942,191.781028
693,67.172265,84.274530,1.103994,0.017947,0.101072,0.000000,0.110203,0.159448,0.008707,0.000000,0.027294,0.006024,-0.246609,3.719481,1.904473
694,130.111717,123.530159,1.571562,0.024007,0.117645,11.505967,0.000000,11.574743,8.998485,0.000000,0.999665,0.000006,-2.861438,0.059431,186.850440
695,65.942336,121.472324,0.825186,0.023115,0.151735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000018,-0.002772,0.015977,0.004950
696,114.882380,111.960978,1.626794,0.015300,0.291462,5.733122,0.000000,5.955599,4.350795,0.000000,0.999632,0.000007,-1.675850,0.055246,177.563688
697,106.965481,82.229737,0.995956,0.049214,0.120462,28.108692,1.943184,30.069493,27.356939,1.943184,0.999857,0.000006,-3.856616,0.024084,77.961364
698,76.979984,118.380503,1.649859,0.026696,0.256841,0.000000,0.000000,0.000000,0.000000,0.000000,0.004819,0.000607,-0.060942,0.976897,0.553258
699,82.750829,115.744423,1.685932,0.028389,0.205359,0.017454,0.000000,0.032690,0.000000,0.000000,0.011251,0.001566,-0.123118,2.365416,1.438935
700,148.957132,96.497226,0.108697,0.020618,0.289747,52.766476,0.000000,53.923331,52.604558,0.000000,1.000000,0.000000,-1.985103,0.000000,10.465510
701,143.187366,82.588725,0.912275,0.019009,0.182363,63.048183,0.000000,63.366948,61.802489,0.000000,0.999970,0.000001,-1.544597,0.009283,74.043852
702,120.411047,73.205133,0.449076,0.024750,0.239171,48.555189,0.000000,48.971466,47.885350,0.000000,0.999994,0.000001,-1.792226,0.001328,32.510986
703,136.380850,84.057812,0.650235,0.023905,0.163902,54.503256,0.000000,54.731902,53.447417,0.000000,0.999980,0.000001,-1.979662,0.005249,53.812369
704,82.333464,72.321713,1.980949,0.047008,0.185636,0.000000,18.080990,18.096292,14.018403,0.000000,0.999750,0.000007,-3.099788,0.036830,130.466729
705,64.859272,99.149816,1.993116,0.048671,0.197479,0.000000,0.010303,0.010303,0.000000,0.000000,0.006022,0.001043,-0.056712,1.117127,0.707221
706,130.520202,119.881690,0.575563,0.011172,0.218238,11.416883,0.000000,12.273500,11.002340,0.000000,0.999704,0.000012,-1.338613,0.034222,68.531611
707,101.426122,75.154524,1.591349,0.011857,0.235589,0.073959,28.282702,28.701448,27.410870,28.282702,0.999820,0.000006,-0.878074,0.033577,117.323178
708,106.840769,86.621275,1.237124,0.023089,0.233935,12.894486,10.629398,23.586478,21.950390,10.629398,0.999801,0.000007,-1.947380,0.033134,104.111119
709,83.612047,81.162707,0.639306,0.024237,0.262176,0.020231,3.752705,3.940812,3.125029,0.000000,0.999624,0.000021,-1.941419,0.025371,51.066456
710,112.678579,115.396714,1.417638,0.013619,0.206959,1.726624,0.000000,2.034535,1.139486,0.000000,0.228080,0.296239,-0.544903,34.464884,35.787306
711,124.072313,121.803345,0.206859,0.046484,0.180495,3.548334,0.000000,3.670686,2.947057,0.000000,0.999617,0.000026,-5.618715,0.021532,24.944353
712,96.384958,89.094618,0.702602,0.018282,0.293463,0.000000,8.504767,8.782942,7.868610,8.487608,0.999685,0.000014,-1.613733,0.028719,61.773547
