Simulation_ID,S0,K,T,r,sigma_v,Up-and-In_Call,Up-and-Out_Call,European_Lookback_Call,Asian_Call,Double_Barrier_Call,Delta,Gamma,Theta,Vega,Rho
1,121.964658,70.165059,0.304960,0.047503,0.189627,53.605062,0.000000,53.715512,52.694307,0.000000,1.000000,0.000000,-3.285123,0.000010,21.089773
2,56.534740,96.415041,1.467486,0.025371,0.236381,0.000000,0.000000,0.000000,0.000000,0.000000,0.001933,0.000336,-0.023638,0.303512,0.144851
3,100.133278,126.495829,0.721212,0.048301,0.297574,0.076644,0.000000,0.126798,0.000000,0.000000,0.026716,0.003287,-0.611682,3.955699,1.786208
4,89.093920,90.841394,0.521193,0.047434,0.231885,0.000000,0.709144,0.711473,0.178155,0.000000,0.999551,0.000331,-4.209962,0.027640,46.164324
5,53.803365,80.536369,0.180230,0.044965,0.282486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000006,-0.000572,0.000810,0.000084
6,107.570006,92.380298,0.681832,0.041072,0.294652,12.875863,5.390355,18.306130,16.745628,5.390355,0.999807,0.000011,-3.693688,0.024315,61.232114
7,106.240244,80.973807,0.838798,0.043135,0.168953,15.305921,13.766754,29.141925,27.143422,13.766754,0.999891,0.000006,-3.371479,0.018192,65.495858
8,85.554576,129.222249,1.292325,0.023576,0.216357,0.000000,0.000000,0.000000,0.000000,0.000000,0.004320,0.000595,-0.071763,0.936941,0.439466
9,148.689486,79.670877,1.319817,0.035537,0.233109,76.314468,0.000000,76.455514,72.724557,0.000000,0.999978,0.000001,-2.702448,0.008860,100.328125
10,84.586808,81.440297,0.726578,0.028929,0.144837,0.000000,4.900578,4.959188,4.004182,0.000000,0.999635,0.000014,-2.312641,0.027100,57.913841
11,81.511290,73.035495,0.718262,0.021978,0.167450,0.000000,9.763536,9.975461,9.117603,0.000000,0.999722,0.000015,-1.584769,0.023190,51.617406
12,77.031915,112.341455,0.866571,0.021462,0.208680,0.000000,0.000000,0.000000,0.000000,0.000000,0.003998,0.000755,-0.079470,0.685662,0.249215
13,55.735968,72.837857,0.297938,0.027607,0.255596,0.000000,0.000000,0.002163,0.000000,0.000000,0.003366,0.001428,-0.097284,0.266742,0.053716
14,68.786910,118.818193,1.770098,0.049804,0.125764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000935,0.000170,-0.012675,0.204135,0.101140
15,119.257295,92.057670,0.479842,0.026385,0.264581,28.735286,0.000000,28.969170,27.976847,0.000000,0.999884,0.000006,-2.404094,0.016094,43.609915
16,86.439416,81.000146,0.436040,0.019987,0.291011,0.000000,6.165129,6.579163,5.789980,0.000000,0.999694,0.000023,-1.610376,0.020013,34.999879
17,109.749849,121.285535,1.871679,0.014771,0.262782,1.278836,0.000000,1.687019,0.625002,0.000000,0.091398,0.011768,-0.529152,17.351284,17.324192
18,95.644129,72.432117,0.527244,0.041089,0.140564,0.000000,25.237545,25.278520,24.195036,25.227168,0.999911,0.000007,-2.915549,0.011147,37.365913
19,51.166501,85.545615,1.432324,0.037169,0.195589,0.000768,0.000000,0.028600,0.000000,0.000000,0.001648,0.000389,-0.018291,0.245693,0.110735
20,110.615786,107.973518,1.905580,0.024070,0.251507,7.850743,0.000000,7.937112,5.267783,0.000000,0.999656,0.000006,-2.486941,0.056175,196.418003
21,129.881381,101.672793,1.377213,0.044125,0.112463,36.479002,0.000000,36.479002,32.325713,0.000000,0.999819,0.000005,-4.225967,0.040107,131.727104
22,135.112568,87.429965,0.638249,0.039186,0.245181,50.993673,0.000000,51.073285,49.309072,0.000000,0.999979,0.000002,-3.342580,0.005395,54.421830
23,61.100147,117.566066,0.299057,0.039011,0.129793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000002,0.000003,0.000000
24,135.891832,105.738395,0.751483,0.020923,0.150632,32.250389,0.000000,32.451639,31.185119,0.000000,0.999851,0.000006,-2.183686,0.027392,78.203013
25,95.793408,101.110897,0.666668,0.031051,0.184575,1.179375,0.399968,2.489915,0.733318,0.328756,0.198449,0.018908,-2.125960,14.956843,11.670684
26,89.861709,82.820108,1.980851,0.014842,0.179783,0.000000,9.766726,9.863419,8.401163,0.000000,0.999682,0.000008,-1.197209,0.045101,159.218576
27,56.850350,107.970723,0.287031,0.044591,0.120909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000002,0.000000
28,148.470468,100.831536,0.456103,0.018488,0.109096,48.977655,0.000000,49.557020,48.378258,0.000000,0.999978,0.000002,-1.850173,0.005263,45.601825
29,66.251855,106.115021,1.482737,0.011460,0.159753,0.000000,0.000000,0.000000,0.000000,0.000000,0.001460,0.000273,-0.018049,0.285554,0.130435
30,86.316290,103.566610,1.317079,0.020010,0.289908,0.110475,0.058396,0.240548,0.032000,0.000000,0.040948,0.005368,-0.377823,6.178833,4.261618
31,80.031146,119.130469,0.983197,0.030675,0.219833,0.000000,0.000000,0.004955,0.000000,0.000000,0.004312,0.000702,-0.084562,0.787012,0.314824
32,92.222225,92.198302,1.529846,0.045587,0.115209,0.068895,6.639295,6.724885,3.314159,6.467592,0.999648,0.000009,-3.922837,0.042328,131.478106
33,136.705963,99.461216,0.922104,0.037901,0.292780,42.153289,0.000000,42.174064,39.687170,0.000000,0.999870,0.000004,-3.645306,0.027760,88.543563
34,59.169415,75.703670,1.669542,0.035239,0.258514,0.000000,0.121766,0.135252,0.018511,0.000000,0.027557,0.005079,-0.183623,3.371443,2.475609
35,110.000681,79.443652,1.832352,0.020145,0.194111,34.786329,0.000000,34.829632,32.691086,0.000000,0.999829,0.000004,-1.545894,0.037874,140.246106
36,126.702531,105.553099,0.985136,0.046548,0.101277,27.004596,0.000000,27.030424,24.029826,0.000000,0.999790,0.000006,-4.698382,0.036292,99.290630
37,93.842775,93.092939,0.524206,0.025552,0.236477,0.038284,2.075764,2.238716,1.528213,2.075764,0.999582,0.000018,-2.353778,0.026526,48.126119
38,99.791490,112.495118,1.181261,0.032343,0.293474,0.775422,0.000000,1.035540,0.198175,0.000000,0.089577,0.011374,-0.865671,12.342605,9.709330
39,57.190196,84.093916,0.660938,0.021690,0.215068,0.000000,0.000000,0.000000,0.000000,0.000000,0.002026,0.000617,-0.038699,0.249672,0.072519
40,117.390984,114.269579,1.669272,0.015874,0.285017,6.170489,0.000000,6.343227,4.614431,0.000000,0.999640,0.000006,-1.772147,0.056762,185.655329
41,125.586540,85.641440,1.757821,0.015027,0.128699,43.397365,0.000000,43.553950,41.714748,0.000000,0.999864,0.000004,-1.256816,0.036417,146.578434
42,99.760041,75.757711,1.316666,0.038848,0.223972,0.029915,29.127687,29.175333,26.521481,29.127687,0.999858,0.000006,-2.798769,0.025725,94.750935
43,105.657029,85.004265,1.747799,0.030473,0.173902,21.058156,5.374444,26.442794,23.488052,5.374444,0.999793,0.000006,-2.459099,0.039916,140.813476
44,54.251817,113.926954,0.445973,0.012601,0.177556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000010,0.000032,0.000005
45,109.266788,120.595802,0.139720,0.029458,0.148772,0.148965,0.000000,0.274364,0.004582,0.000000,0.046368,0.010793,-2.415828,3.370128,0.685027
46,50.817989,76.927330,1.088584,0.047903,0.163848,0.000000,0.000000,0.000000,0.000000,0.000000,0.003730,0.001066,-0.044734,0.474592,0.192586
47,86.936750,106.300621,0.685778,0.033525,0.154977,0.139838,0.017579,0.235103,0.010801,0.000000,0.036582,0.006129,-0.637523,4.754535,2.052273
48,132.212291,106.251851,0.839793,0.019436,0.189726,28.191988,0.000000,28.417119,27.114260,0.000000,0.999821,0.000006,-2.037445,0.031689,87.761184
49,84.801026,120.893124,0.580760,0.023747,0.143412,0.000000,0.000000,0.000000,0.000000,0.000000,0.001970,0.000477,-0.058257,0.350541,0.092539
50,69.728335,103.757685,1.213429,0.027812,0.124587,0.000000,0.000000,0.000000,0.000000,0.000000,0.002871,0.000658,-0.039762,0.549652,0.226238
51,124.085736,125.467286,1.068073,0.011604,0.222536,1.027098,0.000000,1.093980,0.671439,0.000000,0.679860,1.011246,-1.042822,45.779397,89.831996
52,116.002800,120.457007,0.611910,0.044727,0.250462,1.928440,0.000000,3.119320,0.937415,0.000000,0.238391,0.018622,-3.179674,18.021642,15.557547
53,99.732287,103.128750,1.625938,0.020366,0.220703,0.000000,0.931434,0.973460,0.309097,0.931434,0.445032,1.474650,-0.940179,50.239159,71.988801
54,55.821918,71.821895,0.411162,0.012692,0.161977,0.000000,0.001561,0.004947,0.000000,0.000000,0.005970,0.002367,-0.118637,0.529196,0.131398
55,135.690324,125.360812,1.192245,0.024450,0.216420,14.426240,0.000000,14.460783,12.417796,0.000000,0.999680,0.000006,-2.984145,0.052973,145.097111
56,126.402021,83.566330,1.491399,0.015938,0.257961,45.868348,0.000000,46.104092,44.321964,0.000000,0.999890,0.000003,-1.303819,0.029104,121.676993
57,60.152861,83.431820,1.109580,0.023086,0.177870,0.000000,0.010451,0.012522,0.000000,0.000000,0.008937,0.002009,-0.098751,1.217931,0.555029
58,87.805463,127.387605,0.905670,0.048310,0.214894,0.000000,0.000000,0.000000,0.000000,0.000000,0.006805,0.001029,-0.154292,1.257905,0.503273
59,81.539208,115.677724,1.805335,0.032980,0.152842,0.019594,0.000000,0.022200,0.000000,0.000000,0.008682,0.001406,-0.091079,1.980581,1.180496
60,121.513111,82.497548,0.547691,0.046091,0.299570,42.113500,0.000000,42.154900,40.571828,0.000000,0.999980,0.000002,-3.708655,0.004371,44.055416
61,117.515261,95.116881,1.830682,0.039565,0.120647,31.376779,0.000000,31.378341,26.856522,0.000000,0.999790,0.000005,-3.503785,0.045799,161.899850
62,116.563307,119.704262,0.597114,0.029327,0.200249,2.235610,0.000000,3.827427,1.201416,0.000000,0.243606,0.016584,-2.945043,17.940262,15.545239
63,129.935840,99.002180,0.762123,0.047071,0.222521,35.690226,0.000000,35.702753,33.287729,0.000000,0.999892,0.000005,-4.499615,0.021059,72.780757
64,77.533806,92.526228,1.859484,0.013727,0.206356,0.018315,0.225380,0.337066,0.065047,0.000000,0.042663,0.006630,-0.242954,6.957751,5.648232
65,60.525330,77.970616,1.124689,0.022564,0.246763,0.007717,0.019285,0.080095,0.001337,0.000000,0.022998,0.004256,-0.214661,2.601176,1.436550
66,81.210466,83.421150,1.199879,0.047915,0.268815,0.000000,2.618094,2.626235,0.586902,0.000000,0.999608,0.000012,-3.776835,0.034181,94.451186
67,112.183657,127.225109,0.618102,0.041204,0.244737,0.570944,0.000000,0.772306,0.077882,0.000000,0.086815,0.009572,-1.680835,10.495511,5.602943
68,120.882363,121.145451,1.481117,0.041538,0.129588,7.230234,0.000000,7.241995,3.409287,0.000000,0.999641,0.000007,-4.736466,0.054977,168.632596
69,149.008071,123.789078,0.472828,0.042344,0.175496,28.326853,0.000000,28.358027,26.814481,0.000000,0.999871,0.000007,-5.143554,0.021609,57.360629
70,134.251082,125.277091,0.532850,0.027609,0.188933,11.050419,0.000000,11.175012,10.035555,0.000000,0.999689,0.000012,-3.416660,0.034605,65.753271
71,94.025467,92.834629,1.175177,0.010536,0.118451,0.000000,2.701753,3.045974,2.200397,2.701753,0.999605,0.000010,-0.971859,0.039251,107.694634
72,78.015876,110.405319,1.910818,0.025990,0.205986,0.025018,0.000000,0.028987,0.001705,0.000000,0.008960,0.001280,-0.084348,1.885717,1.219862
73,101.935494,102.979726,1.756777,0.011154,0.218334,0.035123,1.431093,1.505013,0.861589,1.431093,0.999547,0.000907,-1.131423,0.084272,177.284959
74,104.075151,127.665570,0.343178,0.011097,0.139385,0.014671,0.000000,0.025137,0.000000,0.000000,0.012988,0.002718,-0.480598,1.785001,0.445166
75,122.293131,75.827674,1.801293,0.044430,0.151117,56.591994,0.000000,56.623553,51.443305,0.000000,0.999907,0.000003,-3.112217,0.027334,126.055630
76,133.464988,128.940317,1.555265,0.012384,0.208660,7.086594,0.000000,7.348773,5.804840,0.000000,0.999634,0.000006,-1.572738,0.062593,196.604418
77,61.084435,122.514429,1.760480,0.031341,0.103300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000190,0.000014,-0.002841,0.025935,0.016143
78,114.735958,73.872695,1.576112,0.022286,0.180438,44.911624,0.000000,45.064239,42.904455,0.000000,0.999889,0.000003,-1.592531,0.027324,112.386788
79,73.501396,107.209412,1.217694,0.011014,0.189339,0.000000,0.000000,0.011230,0.000000,0.000000,0.003981,0.000749,-0.053474,0.759327,0.331590
80,59.935091,98.672175,1.798591,0.027965,0.222007,0.000000,0.000000,0.000000,0.000000,0.000000,0.002753,0.000432,-0.028444,0.471081,0.264536
81,128.113739,94.194522,0.623202,0.041922,0.281032,37.282677,0.000000,37.317680,35.592908,0.000000,0.999948,0.000004,-3.849058,0.010778,57.183843
82,149.880241,122.342963,0.816482,0.032497,0.105357,31.540808,0.000000,31.584021,29.522417,0.000000,0.999819,0.000006,-3.877950,0.035708,97.248766
83,99.783508,120.026544,0.747769,0.015303,0.281632,0.144448,0.000000,0.217134,0.005973,0.000000,0.036307,0.004463,-0.632428,5.171619,2.510537
84,90.693525,83.476170,0.169552,0.042480,0.107772,0.000000,7.828238,8.065865,7.503213,5.075839,0.999817,0.000028,-3.527371,0.009916,14.048949
85,112.217281,116.556873,1.736025,0.044718,0.126724,4.677038,0.000000,4.681059,0.832070,0.000000,0.999634,0.000006,-4.826573,0.055623,187.123545
86,79.061059,75.747476,1.572666,0.043646,0.213646,0.038858,8.895317,8.939878,6.077502,0.000000,0.999682,0.000009,-3.089645,0.035373,111.166258
87,76.314185,99.751978,1.811493,0.043184,0.278086,0.133148,0.073452,0.236255,0.038026,0.000000,0.027270,0.003820,-0.238757,4.458573,3.415601
88,128.893889,83.383052,1.820119,0.012095,0.271259,48.330852,0.000000,48.699646,46.888453,0.000000,0.999870,0.000003,-0.990282,0.036770,148.421554
89,149.994878,109.787017,0.386062,0.026235,0.219806,41.799574,0.000000,42.112035,41.033429,0.000000,0.999965,0.000003,-2.853840,0.007141,41.955264
90,60.184633,86.882166,1.640331,0.018345,0.297159,0.042540,0.020369,0.083783,0.016952,0.000000,0.008728,0.001315,-0.076174,1.260331,0.772463
91,73.958272,81.464876,1.162527,0.037808,0.143742,0.000000,0.937327,1.300947,0.349756,0.000000,0.165759,0.022119,-1.105306,14.204242,13.138456
92,114.821223,72.706149,1.459053,0.026833,0.155858,46.640166,0.000000,46.688826,44.343855,0.000000,0.999901,0.000003,-1.878908,0.024249,101.987873
93,67.111876,109.954077,0.999268,0.013803,0.175239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000762,0.000158,-0.014513,0.133438,0.046794
94,95.382101,92.674301,1.214502,0.017319,0.299372,0.022576,4.614143,4.826751,3.635362,4.614143,0.999625,0.000011,-1.576233,0.039855,110.153347
95,139.262887,125.651588,1.516280,0.035038,0.277367,21.243815,0.000000,21.303487,17.444994,0.000000,0.999717,0.000005,-4.179856,0.058047,180.584075
96,78.370368,75.662090,0.639096,0.021029,0.123302,0.000000,3.825491,4.053738,3.293642,0.000000,0.999624,0.000018,-1.575425,0.023785,47.686762
97,117.708200,110.140240,1.171051,0.045150,0.146144,13.947870,0.000000,13.977960,10.734189,0.000000,0.999693,0.000008,-4.721315,0.044772,122.282251
98,97.038945,129.229119,0.981478,0.016280,0.288003,0.101625,0.000000,0.122944,0.000000,0.000000,0.015375,0.001726,-0.282123,2.761152,1.342341
99,130.366952,102.696772,0.612843,0.023595,0.224928,29.664286,0.000000,29.857072,28.683828,0.000000,0.999878,0.000006,-2.393134,0.020693,62.022427
100,99.359557,98.779619,1.348106,0.045936,0.270563,0.011466,6.899957,6.912215,3.724041,6.899957,0.999650,0.000008,-4.269509,0.042744,125.101002
101,125.094245,74.578298,0.272549,0.032179,0.240192,51.545466,0.000000,51.943763,51.003358,0.000000,1.000000,0.000000,-2.378962,0.000051,20.148714
102,104.953877,99.980813,1.599418,0.043053,0.137386,11.544340,0.880727,12.447607,8.660409,0.880727,0.999686,0.000007,-4.021682,0.047087,149.195549
103,63.003022,107.883830,1.392797,0.039568,0.138227,0.023108,0.000000,0.027562,0.000000,0.000000,0.000788,0.000166,-0.011599,0.149204,0.062751
104,93.936821,79.932460,1.334321,0.041977,0.273416,0.002360,19.294905,19.361838,16.610497,19.207157,0.999767,0.000008,-3.175818,0.033170,100.807954
105,70.234716,74.770796,1.115075,0.033238,0.207384,0.000000,1.388624,1.948723,0.633680,0.000000,0.205772,0.029439,-1.131422,14.220027,14.789676
106,94.989970,70.008580,1.211285,0.020008,0.100860,0.105784,27.309487,27.521029,26.200584,27.243029,0.999855,0.000006,-1.370233,0.023783,82.749381
107,137.167041,106.150663,1.512371,0.038815,0.127013,39.252463,0.000000,39.318402,35.091252,0.000000,0.999816,0.000004,-3.889717,0.044859,151.335740
108,116.874389,73.711066,0.223829,0.012703,0.234038,43.584000,0.000000,44.856750,43.421907,0.000000,1.000000,0.000000,-0.933700,0.000010,16.451841
109,142.821993,102.908206,0.737821,0.026298,0.188530,42.795777,0.000000,42.892072,41.374626,0.000000,0.999898,0.000004,-2.659151,0.021850,74.456268
110,68.798048,77.832822,1.565062,0.047829,0.282222,0.024192,0.875757,1.014612,0.298817,0.000000,0.123241,0.027458,-0.700520,12.262105,12.296304
111,51.210248,84.544141,0.754107,0.014045,0.279493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000813,0.000230,-0.015402,0.099671,0.029407
112,135.977995,100.437925,1.643916,0.041427,0.258878,45.078057,0.000000,45.171399,40.283738,0.000000,0.999830,0.000003,-3.891311,0.044199,154.188536
113,124.508436,123.465315,0.976316,0.012290,0.194135,2.644739,0.000000,2.917500,2.023671,0.000000,0.999588,0.000010,-1.506365,0.047877,119.039472
114,118.807540,84.459018,1.959164,0.023026,0.145466,39.854796,0.000000,39.909937,37.112212,0.000000,0.999836,0.000004,-1.862487,0.041163,158.117389
115,127.542947,74.376691,1.084588,0.018432,0.179868,55.726897,0.000000,55.991389,54.416756,0.000000,0.999949,0.000002,-1.345972,0.013836,79.063174
116,136.196199,101.543816,1.379297,0.024668,0.261609,39.267806,0.000000,39.332097,36.914828,0.000000,0.999845,0.000004,-2.425227,0.038158,135.337033
117,61.497707,79.892468,0.600350,0.034561,0.235086,0.000000,0.015929,0.024019,0.000000,0.000000,0.015634,0.003745,-0.266547,1.521093,0.542277
118,107.067117,126.027817,1.008019,0.035931,0.245587,0.441958,0.000000,0.527143,0.075020,0.000000,0.063047,0.006771,-0.894338,9.715782,6.267562
119,133.543587,110.190148,0.581529,0.024125,0.168200,25.176381,0.000000,25.398685,24.235811,0.000000,0.999818,0.000007,-2.628686,0.026898,63.169590
120,60.468113,126.279968,1.717197,0.026549,0.192626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000233,0.000032,-0.003483,0.043983,0.021015
121,104.020011,99.197272,1.077147,0.041436,0.280514,2.658429,6.972418,9.636543,7.249168,6.972418,0.999667,0.000009,-3.935812,0.039239,102.136645
122,59.202233,118.317216,1.939901,0.018074,0.248895,0.004448,0.000000,0.031639,0.000000,0.000000,0.000606,0.000082,-0.007424,0.115611,0.060411
123,81.014544,102.214093,0.494143,0.033869,0.241465,0.008905,0.016918,0.033118,0.000000,0.000000,0.016705,0.003366,-0.405451,1.940145,0.632042
124,86.136490,112.416264,1.180076,0.010965,0.171760,0.028256,0.000000,0.046337,0.002413,0.000000,0.014049,0.002246,-0.172558,2.648875,1.330753
125,97.702353,85.714890,0.965073,0.017870,0.275521,0.000000,13.542093,13.829577,12.714722,13.542093,0.999721,0.000009,-1.511217,0.032246,81.273043
126,133.058572,72.203494,0.371997,0.049279,0.237758,63.238024,0.000000,63.322200,62.024107,0.000000,1.000000,0.000000,-3.493501,0.000096,26.371606
127,113.205630,99.444077,1.074714,0.041276,0.271835,18.776192,0.000000,18.794812,16.205171,0.000000,0.999749,0.000008,-3.930981,0.037404,102.198287
128,118.779006,76.286023,0.378132,0.020582,0.153873,43.430039,0.000000,44.020409,42.956433,0.000000,0.999996,0.000001,-1.558254,0.000860,28.622354
129,117.219112,103.384031,1.799068,0.022409,0.217695,18.544691,0.000000,18.598168,16.134354,0.000000,0.999720,0.000006,-2.229684,0.052968,178.561869
130,63.406131,117.347499,0.398249,0.045825,0.112439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000036,0.000104,0.000017
131,112.742243,124.510048,0.101818,0.045493,0.284130,0.051482,0.000000,0.086967,0.000000,0.000000,0.031397,0.008622,-2.260237,2.169899,0.350430
132,67.450516,112.384323,0.784149,0.025122,0.201007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000575,0.000129,-0.014249,0.095977,0.028440
133,68.747607,91.481555,0.686037,0.029304,0.214289,0.000000,0.009179,0.012874,0.000000,0.000000,0.009068,0.002138,-0.160210,1.143052,0.403332
134,78.268302,76.383258,1.830361,0.037776,0.261417,0.000000,7.463985,7.493150,4.644568,0.000000,0.999679,0.000007,-2.696081,0.037893,130.394289
135,60.486508,102.943504,1.528154,0.044899,0.201344,0.000000,0.000000,0.000000,0.000000,0.000000,0.001834,0.000335,-0.023954,0.318742,0.152872
136,121.687795,90.732172,1.937756,0.038110,0.292967,40.474781,0.000000,40.504009,35.660597,0.000000,0.999828,0.000004,-3.214881,0.043155,163.244911
137,115.451049,100.645393,0.506933,0.039740,0.161025,17.174914,0.000000,17.210953,16.000104,0.000000,0.999800,0.000011,-3.925655,0.023019,49.989673
138,78.236087,84.987643,1.240417,0.043184,0.224402,0.102537,1.488671,1.943048,0.659031,0.000000,0.190668,0.027821,-1.235765,16.165409,17.042203
139,85.834329,112.992792,0.903998,0.049761,0.242320,0.066821,0.000000,0.089697,0.006091,0.000000,0.020892,0.003031,-0.374127,3.165314,1.503417
140,79.750147,87.363947,0.282315,0.045351,0.294259,0.000000,0.343752,0.575949,0.052608,0.000000,0.096251,0.018663,-2.082141,5.614878,2.052944
141,61.753118,114.190876,0.499946,0.029468,0.243811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000010,-0.001245,0.004658,0.000897
142,122.457628,126.729394,0.346974,0.012986,0.140903,1.724981,0.000000,2.962078,0.731281,0.000000,0.198444,0.016362,-3.618996,13.887537,7.873536
143,55.218148,114.040661,0.831757,0.027746,0.194573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000049,0.000008,-0.001305,0.006228,0.001990
144,130.548173,77.905953,0.509590,0.037653,0.211331,55.113291,0.000000,55.223141,53.871186,0.000000,0.999995,0.000000,-2.877976,0.001241,38.945320
145,87.020103,95.602927,0.737524,0.015435,0.236502,0.199084,0.440813,1.008351,0.228742,0.000000,0.109651,0.014755,-1.131715,10.344734,6.513092
146,60.816126,87.169058,1.721942,0.029823,0.176018,0.000000,0.008865,0.008865,0.000000,0.000000,0.007666,0.001544,-0.063623,1.264769,0.738571
147,141.719211,103.654987,0.531573,0.038196,0.103316,41.002077,0.000000,41.047078,39.537433,0.000000,0.999933,0.000004,-3.883408,0.013400,53.987122
148,99.741061,98.833422,0.589363,0.023032,0.296651,0.000000,2.298255,2.431177,1.682261,2.298255,0.999588,0.000014,-2.253833,0.029805,57.433262
149,134.085006,85.824099,1.427718,0.015921,0.253850,51.442633,0.000000,51.733710,49.925434,0.000000,0.999888,0.000003,-1.339694,0.030534,119.751086
150,94.803502,117.777907,0.412331,0.019735,0.224378,0.006103,0.000000,0.011268,0.000000,0.000000,0.015170,0.002899,-0.468144,1.946010,0.563699
151,85.445428,87.772625,1.750399,0.038589,0.126926,0.139616,3.636487,3.778706,1.012517,0.000000,0.999632,0.000009,-3.168763,0.042621,143.520279
152,134.754888,127.726575,1.303669,0.036338,0.214714,13.575335,0.000000,13.632061,10.307645,0.000000,0.999677,0.000007,-4.431331,0.055251,158.735397
153,126.616635,93.903602,1.968644,0.049027,0.267052,45.311985,0.000000,45.380541,38.861248,0.000000,0.999838,0.000003,-4.183289,0.043602,167.797987
154,75.010170,105.518403,1.482135,0.029870,0.185489,0.040287,0.003117,0.052920,0.000000,0.000000,0.009249,0.001522,-0.103895,1.728103,0.948693
155,78.561662,92.655901,0.900521,0.049865,0.274434,0.028812,0.324239,0.460497,0.049520,0.000000,0.065968,0.009841,-0.795999,6.953056,4.298977
156,114.686964,112.177029,1.449360,0.031852,0.130646,7.878657,0.000000,7.903357,5.163871,0.000000,0.999647,0.000007,-3.416776,0.051283,155.167202
157,85.584985,118.231882,0.748564,0.042294,0.150766,0.002581,0.000000,0.009715,0.000000,0.000000,0.006643,0.001316,-0.151090,1.157163,0.402221
158,86.072559,75.652969,0.688366,0.021334,0.172530,0.000000,11.694925,11.919382,11.068396,0.000000,0.999738,0.000013,-1.595866,0.023256,51.299009
159,138.351305,83.338636,1.158924,0.014330,0.119700,57.190689,0.000000,57.705616,56.057635,0.000000,0.999936,0.000002,-1.177399,0.018729,94.979967
160,98.493612,115.623908,0.215584,0.035828,0.287467,0.038968,0.000000,0.059391,0.000794,0.000000,0.018376,0.004359,-0.851130,1.735517,0.375255
161,82.362692,123.989575,0.309351,0.022015,0.211397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000087,0.000032,-0.005123,0.014248,0.002156
162,80.110824,81.833028,1.988407,0.023379,0.149285,0.000000,2.299943,2.351747,0.816870,0.000000,0.999625,0.000009,-1.829379,0.042831,155.234636
163,67.530917,106.938167,1.667096,0.048666,0.277776,0.015288,0.000000,0.019973,0.000000,0.000000,0.004939,0.000689,-0.060524,0.860835,0.499787
164,61.410160,89.354041,1.439767,0.013072,0.282402,0.000000,0.000000,0.011526,0.000000,0.000000,0.007778,0.001217,-0.077331,1.134778,0.623367
165,78.499788,85.511908,1.345233,0.017872,0.280254,0.015729,0.985215,1.280371,0.465003,0.000000,0.109681,0.019366,-0.578778,11.968273,10.683151
166,136.074951,108.190947,1.297227,0.031397,0.228495,33.475153,0.000000,33.479324,30.605908,0.000000,0.999827,0.000005,-3.265165,0.039694,134.709300
167,70.024425,88.055031,1.123197,0.031399,0.101784,0.000000,0.118246,0.168937,0.004059,0.000000,0.033656,0.006878,-0.329661,4.632822,2.487833
168,70.099544,105.717513,1.270429,0.047865,0.114743,0.000000,0.000000,0.000000,0.000000,0.000000,0.003166,0.000737,-0.045142,0.620923,0.263607
169,56.152734,100.798656,0.182736,0.019620,0.277230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000000
170,99.708552,88.861299,0.364014,0.021766,0.107201,0.000000,11.560539,12.028027,11.174077,11.560539,0.999787,0.000017,-1.925250,0.017485,32.082903
171,74.357379,117.189827,0.847193,0.017088,0.132349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000662,0.000162,-0.014861,0.131018,0.039283
172,105.719098,72.124146,0.493713,0.013981,0.134212,2.168225,32.260748,35.232671,34.067688,32.260748,0.999974,0.000003,-1.002803,0.004543,35.362194
173,138.543752,87.117150,0.859340,0.032142,0.295886,55.317698,0.000000,55.409545,53.395059,0.000000,0.999956,0.000002,-2.725943,0.011908,72.817789
174,61.991031,74.836831,1.299682,0.035727,0.294474,0.000000,0.147310,0.185992,0.016853,0.000000,0.047260,0.008566,-0.347194,4.883066,3.471588
175,52.002781,81.450999,0.778316,0.014744,0.186531,0.000000,0.000000,0.000000,0.000000,0.000000,0.001030,0.000322,-0.017353,0.129987,0.039211
176,141.903374,116.898643,0.714938,0.030149,0.214955,28.055206,0.000000,28.134108,26.515571,0.000000,0.999824,0.000007,-3.455279,0.031007,81.772368
177,78.355404,78.926415,1.553529,0.020197,0.275095,0.000000,1.987895,2.001352,0.995917,0.000000,0.999613,0.000010,-1.548469,0.037399,118.758971
178,85.991725,127.801354,0.212062,0.012685,0.106989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000002,-0.000400,0.000767,0.000084
